date,name,count
2019-07-15,https://app.graphitedocs.com,9399
2019-07-15,https://xordrive.io,4047
2019-07-15,https://www.stealthy.im,3435
2019-07-15,https://app.recall.photos,2576
2019-07-15,https://app.travelstack.club,1743
2019-07-15,https://app.dmail.online,1685
2019-07-15,https://app.afari.io,1389
2019-07-15,https://kit.st,1230
2019-07-15,https://app.forms.id,1207
2019-07-15,https://dpage.io,1018
2019-07-15,https://app.sigle.io,992
2019-07-15,https://bitpatron.co,961
2019-07-15,https://www.chat.hihermes.co,951
2019-07-15,https://app.dappywallet.com,946
2019-07-15,https://app.misthos.io,781
2019-07-15,https://airtext.xyz,725
2019-07-15,https://landr.me,716
2019-07-15,https://chat.postly.co,712
2019-07-15,https://app.decs.xyz,651
2019-07-15,https://blockusign.co,621
2019-07-15,https://app.pden.xyz,545
2019-07-15,https://xorbrowser.com,520
2019-07-15,https://blackhole.run,515
2019-07-15,https://publishing.graphitedocs.com,499
2019-07-15,https://animalkingdoms.netlify.com,482
2019-07-15,https://blockslack.io,461
2019-07-15,https://paid.co,455
2019-07-15,https://debutapp.social,432
2019-07-15,https://www.agorashops.net,400
2019-07-15,https://dapp.cryptocracy.io,393
2019-07-15,https://aodh.xyz,391
2019-07-15,https://chat.openintents.org,301
2019-07-15,https://cineflick.herokuapp.com,289
2019-07-15,https://humans.name,248
2019-07-15,https://sad-beaver-fdf6b1.netlify.com,246
2019-07-15,https://bentensound.com,235
2019-07-15,https://envelop.app,232
2019-07-15,https://www.scannieapp.com,224
2019-07-15,https://www.locallightning.net,218
2019-07-15,https://radicle.art,217
2019-07-15,https://cal.openintents.org,216
2019-07-15,https://blkbreakout.herokuapp.com,208
2019-07-15,https://app.mylens.io,198
2019-07-15,https://blockogram.com,196
2019-07-15,https://testnet.misthos.io,192
2019-07-15,https://safenotes.co,183
2019-07-15,https://justsnake.live,164
2019-07-15,https://blocksurvey.org,158
2019-07-15,http://127.0.0.1:3000,154
2019-07-15,https://yournote.app,154
2019-07-15,https://fupio.com,153
2019-07-15,https://decentus.com,148
2019-07-15,https://oi-timesheet.com,148
2019-07-15,https://app.trovenow.com,145
2019-07-15,https://cafe-society.news,142
2019-07-15,https://latticenow.co,138
2019-07-15,https://agaze.co,133
2019-07-15,http://publik.ykliao.com,132
2019-07-15,https://banter.pub,124
2019-07-15,https://beta.springrole.com,120
2019-07-15,https://blockstackboard.org,120
2019-07-15,https://cineflick.net,120
2019-07-15,https://concord.z19.web.core.windows.net,114
2019-07-15,https://bitcamp.blockboardapp.com,113
2019-07-15,https://sheety.app,106
2019-07-15,https://app.blockcred.io,103
2019-07-15,https://mapped.myasoedv.com,101
2019-07-15,https://blocknote.xyz,100
2019-07-15,https://web.composenotes.com,93
2019-07-15,https://pgeon.com,92
2019-07-15,https://peaceful-mirzakhani-b5f196.netlify.com,87
2019-07-15,https://www.mindtalk.app,87
2019-07-15,https://lannister.capital,86
2019-07-15,https://remark.cryptocracy.io,86
2019-07-15,https://mysterycommand.github.io,84
2019-07-15,https://properpass.top,82
2019-07-15,http://fupio.com,80
2019-07-15,https://friendlink.netlify.com,80
2019-07-15,https://bitcoin4photos.net,78
2019-07-15,https://www.dmyblog.co,74
2019-07-15,https://micasaestucasa.me,73
2019-07-15,https://youthful-spence-bbda8a.netlify.com,72
2019-07-15,https://ares.hankstoever.com,68
2019-07-15,https://milacrm.com,66
2019-07-15,https://dappcrosscheck.paradigma.global,61
2019-07-15,https://publik.test-blockstack.com,58
2019-07-15,https://www.dhcs.live,57
2019-07-15,https://chae.sh,57
2019-07-15,https://cryptoally.io,56
2019-07-15,https://drelloapp.com,53
2019-07-15,https://timski.org:444,51
2019-07-15,https://beta.huddle.group,51
2019-07-15,https://ourtopia.co,50
2019-07-15,https://gekri.com,49
2019-07-15,https://rtasks.app,48
2019-07-15,https://dfmapp.com,46
2019-07-15,https://detacts.ga,44
2019-07-15,https://codeplay.dev,43
2019-07-15,https://app.yobi.xyz,42
2019-07-15,https://www.superchatbot.net,40
2019-07-15,https://www.sentify.org,40
2019-07-15,https://block.lawli.io,40
2019-07-15,https://blockx-socialapp.herokuapp.com,38
2019-07-15,https://www.app.referenda.io,38
2019-07-15,https://cafe-society.netlify.com,38
2019-07-15,https://lettermesh.com,37
2019-07-15,https://app.bcnet.io,36
2019-07-15,https://www.notit.org,36
2019-07-15,https://blocktrivia.co,35
2019-07-15,http://app.graphitedocs.com,35
2019-07-15,https://proofs.tech,34
2019-07-15,https://stupefied-poincare-e5cfbc.netlify.com,32
2019-07-15,https://dhcs.netlify.com,32
2019-07-15,https://app-center.openintents.org,28
2019-07-15,https://alpha.qulstamp.com,27
2019-07-15,https://updoot.org,27
2019-07-15,http://127.0.0.1:8080,25
2019-07-15,https://serene-hamilton-56e88e.netlify.com,24
2019-07-15,https://dbid.io,23
2019-07-15,https://pocbp.azurewebsites.net,22
2019-07-15,http://185.85.16.242:8001,21
2019-07-15,https://www.web.stealthy.im,20
2019-07-15,https://app.ezresize.tech,20
2019-07-15,https://friendly-hoover-6d2b94.netlify.com,20
2019-07-15,https://demo.blockcred.io,19
2019-07-15,https://priceless-raman-53e2a8.netlify.com,19
2019-07-15,https://www.myblockspace.com,18
2019-07-15,https://pastebucket.io,18
2019-07-15,https://staging.banter.pub,17
2019-07-15,https://pedantic-mahavira-f15d04.netlify.com,17
2019-07-15,https://trove-web.netlify.com,16
2019-07-15,https://testnet.dmail.online,16
2019-07-15,https://piklink.netlify.com,16
2019-07-15,https://matrix.openintents.org,16
2019-07-15,https://focused-rosalind-344827.netlify.com,15
2019-07-15,https://keeperprofiles.appspot.com,15
2019-07-15,https://staging.misthos.io,14
2019-07-15,https://thepaise.com,14
2019-07-15,https://wmtp.bitbucket.io,13
2019-07-15,https://planet.friedger.de,13
2019-07-15,https://payday.now.sh,12
2019-07-15,https://kit.now.sh,12
2019-07-15,https://sketch.riot.ai,12
2019-07-15,https://blockchatapp.herokuapp.com,12
2019-07-15,https://animal-kingdom-1.firebaseapp.com,11
2019-07-15,http://awesome-northcutt-afeef6.netlify.com,11
2019-07-15,https://tribe-chat.herokuapp.com,10
2019-07-15,https://prismreader.app,10
2019-07-15,https://zewail.blockcred.io,10
2019-07-15,https://keeperprofiles.com,10
2019-07-15,https://awesome-northcutt-afeef6.netlify.com,10
2019-07-15,https://decentralised-islands.netlify.com,9
2019-07-15,http://127.0.0.1:3001,9
2019-07-15,http://dcms.brightblock.org,9
2019-07-15,https://dev.decs.xyz,9
2019-07-15,https://whenhub-blockstack-oauth.azurewebsites.net,9
2019-07-15,https://gallant-sinoussi-734e73.netlify.com,9
2019-07-15,https://staging-publishing.graphitedocs.com,9
2019-07-15,https://18.222.91.187:8002,9
2019-07-15,http://blockx-socialapp.herokuapp.com,9
2019-07-15,https://mindtalk.app,9
2019-07-15,https://dshare-blockstack.herokuapp.com,8
2019-07-15,https://4ork.netlify.com,8
2019-07-15,https://octokitties-cc0b2.firebaseapp.com,8
2019-07-15,https://wage.pm,8
2019-07-15,https://www.keeperprofiles.com,8
2019-07-15,https://www.sybella.io,8
2019-07-15,https://sheetyapp.azurewebsites.net,7
2019-07-15,https://www.textlibrary.co,7
2019-07-15,https://amazing-bell-39b882.netlify.com,7
2019-07-15,https://paise.netlify.com,7
2019-07-15,https://blockstack-ump.herokuapp.com,7
2019-07-15,https://gaia_admin.brightblock.org,7
2019-07-15,https://blockusign.azurewebsites.net,7
2019-07-15,https://shaieste.gitlab.io/,7
2019-07-15,https://www.justsnake.live,6
2019-07-15,http://blkbreakout.herokuapp.com,6
2019-07-15,http://18.188.34.104,6
2019-07-15,https://develop--hungry-lamarr-cfbb1a.netlify.com,6
2019-07-15,https://chat.hihermes.co,6
2019-07-15,https://heywebby.app,6
2019-07-15,http://www.stealthy.im,6
2019-07-15,http://keeperprofiles.appspot.com,6
2019-07-15,https://quizzical-heisenberg-d3c37c.netlify.com,6
2019-07-15,http://proto.galanimail.org,6
2019-07-15,https://festive-bhabha-7e881b.netlify.com,6
2019-07-15,https://testnet.blockcred.io,6
2019-07-15,https://beta-dev.springrole.com,6
2019-07-15,https://www.milacrm.com,6
2019-07-15,https://stage.coins.engineering,6
2019-07-15,https://b4pwebdev.azurewebsites.net,6
2019-07-15,https://zen-thompson-59a12f.netlify.com,6
2019-07-15,https://staging.transit8.com,6
2019-07-15,https://pressure.carolkng.com,5
2019-07-15,https://alpha.clove.app,5
2019-07-15,https://cryptocracy-sandbox-001.netlify.com,5
2019-07-15,http://sybella.io,5
2019-07-15,https://www.ourtopia.co,5
2019-07-15,https://streetcoin.nz,5
2019-07-15,https://banter-radiks-staging-pr-26.herokuapp.com,5
2019-07-15,http://www.chat.hihermes.co,5
2019-07-15,https://lattice.centralindia.cloudapp.azure.com,5
2019-07-15,https://friendly-noether-b006cc.netlify.com,5
2019-07-15,https://www.brightblock.org,5
2019-07-15,https://paidapp.paid.now.sh,5
2019-07-15,https://animalskingdoms.netlify.com,5
2019-07-15,https://condescending-fermat-e43740.netlify.com,5
2019-07-15,https://publish-dev.aws.mbusa.com,5
2019-07-15,https://cocky-spence-96f8bc.netlify.com,5
2019-07-15,https://dhasdk.bitbucket.io,5
2019-07-15,https://flamboyant-darwin-d11c17.netlify.com,5
2019-07-15,https://eats-money-do-not-use.netlify.com,5
2019-07-15,http://todos.local:8080,5
2019-07-15,https://kanstack.herokuapp.com,5
2019-07-15,https://mystifying-montalcini-5975b6.netlify.com,4
2019-07-15,https://priceless-thompson-9fca9e.netlify.com,4
2019-07-15,http://blockstack-hires.wbobeirne.com,4
2019-07-15,https://app.benison.xyz,4
2019-07-15,https://musing-jennings-9a8c76.netlify.com,4
2019-07-15,https://latticeblockstack.z29.web.core.windows.net,4
2019-07-15,http://app.travelstack.club,4
