date,name,count
2019-07-10,https://app.graphitedocs.com,9219
2019-07-10,https://xordrive.io,3924
2019-07-10,https://www.stealthy.im,3401
2019-07-10,https://app.recall.photos,2447
2019-07-10,https://app.travelstack.club,1734
2019-07-10,https://app.dmail.online,1401
2019-07-10,https://app.afari.io,1388
2019-07-10,https://kit.st,1221
2019-07-10,https://app.forms.id,1145
2019-07-10,https://www.chat.hihermes.co,951
2019-07-10,https://dpage.io,948
2019-07-10,https://app.sigle.io,937
2019-07-10,https://app.dappywallet.com,925
2019-07-10,https://bitpatron.co,894
2019-07-10,https://app.misthos.io,771
2019-07-10,https://chat.postly.co,714
2019-07-10,https://landr.me,675
2019-07-10,https://airtext.xyz,674
2019-07-10,https://app.decs.xyz,634
2019-07-10,https://blockusign.co,596
2019-07-10,https://app.pden.xyz,544
2019-07-10,https://xorbrowser.com,506
2019-07-10,https://publishing.graphitedocs.com,480
2019-07-10,https://animalkingdoms.netlify.com,463
2019-07-10,https://blockslack.io,430
2019-07-10,https://paid.co,421
2019-07-10,https://debutapp.social,416
2019-07-10,https://dapp.cryptocracy.io,385
2019-07-10,https://blackhole.run,376
2019-07-10,https://www.agorashops.net,374
2019-07-10,https://aodh.xyz,364
2019-07-10,https://chat.openintents.org,292
2019-07-10,https://cineflick.herokuapp.com,289
2019-07-10,https://sad-beaver-fdf6b1.netlify.com,245
2019-07-10,https://humans.name,238
2019-07-10,https://cal.openintents.org,217
2019-07-10,https://www.scannieapp.com,212
2019-07-10,https://www.locallightning.net,211
2019-07-10,https://blkbreakout.herokuapp.com,208
2019-07-10,https://radicle.art,197
2019-07-10,https://testnet.misthos.io,192
2019-07-10,https://app.mylens.io,186
2019-07-10,https://safenotes.co,162
2019-07-10,https://fupio.com,154
2019-07-10,https://yournote.app,153
2019-07-10,https://oi-timesheet.com,145
2019-07-10,https://decentus.com,144
2019-07-10,https://cafe-society.news,137
2019-07-10,https://blocksurvey.org,134
2019-07-10,https://blockogram.com,133
2019-07-10,http://publik.ykliao.com,132
2019-07-10,https://justsnake.live,132
2019-07-10,http://127.0.0.1:3000,132
2019-07-10,https://latticenow.co,128
2019-07-10,https://app.trovenow.com,127
2019-07-10,https://beta.springrole.com,120
2019-07-10,https://banter.pub,116
2019-07-10,https://bitcamp.blockboardapp.com,111
2019-07-10,https://concord.z19.web.core.windows.net,110
2019-07-10,https://agaze.co,101
2019-07-10,https://app.blockcred.io,100
2019-07-10,https://cineflick.net,97
2019-07-10,https://blockstackboard.org,96
2019-07-10,https://mapped.myasoedv.com,93
2019-07-10,https://web.composenotes.com,87
2019-07-10,https://blocknote.xyz,85
2019-07-10,https://pgeon.com,84
2019-07-10,http://fupio.com,80
